"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Radosław SAŁATA";"Michał SEWERYŃSKI";"Andrzej URBANIAK";"Jacek WALCZAK"
"bfcc-1bbb-ffd1-4db8-6869-a4f9-ab9b-0c75";"101901";"27";"12";"miasto";"stały";"Szkoła Podstawowa nr 7 im. Władysława Broniewskiego, Wodna 32, 98-220 Zduńska Wola";"m. Zduńska Wola";"zduńskowolski";"łódzkie";"1384";"1510";"376";"1008";"4";"3";"0";"0";"0";"0";"0";"0";"0";"1007";"0";"0";"1007";"8";"3";"5";"0";"999";"125";"425";"45";"404"
"9e17-7b41-4d4d-61f6-4034-df83-f5f5-0c91";"101901";"27";"13";"miasto";"stały";"Publiczne Przedszkole nr 3 „Wesoła Trójeczka”, Szadkowska 22a, 98-220 Zduńska Wola";"m. Zduńska Wola";"zduńskowolski";"łódzkie";"1448";"1571";"524";"923";"1";"1";"0";"0";"0";"0";"0";"0";"0";"921";"0";"0";"921";"17";"7";"10";"0";"904";"102";"375";"29";"398"
"3752-2285-8b10-516a-a1e1-6186-ec16-1b5a";"101901";"27";"14";"miasto";"stały";"Szkoła Podstawowa nr 9 z Oddziałami Integracyjnymi im. Jana Pawła II, Kilińskiego 27, 98-220 Zduńska Wola";"m. Zduńska Wola";"zduńskowolski";"łódzkie";"1304";"1432";"381";"923";"0";"4";"0";"0";"0";"0";"0";"0";"0";"923";"0";"0";"923";"18";"1";"17";"0";"905";"93";"392";"25";"395"
"ef0a-4f2e-d3c4-f897-7d5f-0e20-ab8b-e939";"101901";"27";"15";"miasto";"stały";"Publiczne Przedszkole nr 6 z Oddziałami Integracyjnymi, Żytnia 19/23, 98-220 Zduńska Wola";"m. Zduńska Wola";"zduńskowolski";"łódzkie";"1423";"1524";"426";"997";"3";"5";"0";"0";"0";"0";"0";"0";"0";"997";"0";"0";"997";"21";"7";"14";"0";"976";"123";"435";"26";"392"
"531e-202c-9a8e-e2eb-6cf3-7a9a-55df-3d28";"101901";"27";"16";"miasto";"stały";"Zespół Szkół Specjalnych im. Marii Grzegorzewskiej, Zielona 59a, 98-220 Zduńska Wola";"m. Zduńska Wola";"zduńskowolski";"łódzkie";"1575";"1709";"408";"1167";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1167";"0";"0";"1167";"26";"4";"22";"0";"1141";"121";"517";"27";"476"
"0b3f-de57-1780-efad-b4e0-f13a-deac-771b";"101901";"27";"17";"miasto";"stały";"Szkoła Podstawowa nr 2, Spacerowa 90, 98-220 Zduńska Wola";"m. Zduńska Wola";"zduńskowolski";"łódzkie";"1362";"1482";"351";"1012";"1";"8";"0";"0";"0";"0";"0";"0";"0";"1013";"0";"1";"1012";"21";"2";"19";"0";"991";"101";"456";"26";"408"
"7b74-9fe0-a2c1-3b95-b09e-1941-196f-6cce";"101901";"27";"18";"miasto";"stały";"Szkoła Podstawowa nr 5 im. św. Alojzego Orione, Łaska 84, 98-220 Zduńska Wola";"m. Zduńska Wola";"zduńskowolski";"łódzkie";"1307";"1431";"446";"861";"0";"6";"0";"0";"0";"0";"0";"0";"0";"861";"0";"1";"860";"7";"2";"5";"0";"853";"84";"379";"30";"360"
"f5ae-60d9-8e61-2055-1e60-04a5-fadc-0d5d";"101901";"27";"19";"miasto";"stały";"Świetlica, Świerkowa 65, 98-220 Zduńska Wola";"m. Zduńska Wola";"zduńskowolski";"łódzkie";"1599";"1737";"459";"1140";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1140";"0";"0";"1140";"21";"8";"13";"0";"1119";"122";"491";"39";"467"
"8fa9-0b65-4900-7c2f-f804-cdcd-9526-23af";"101901";"27";"20";"miasto";"stały";"Szkoła Podstawowa nr 13 im. Kolejarzy Polskich, 1 - go Maja 27, 98-220 Zduńska Wola";"m. Zduńska Wola";"zduńskowolski";"łódzkie";"1458";"1596";"482";"976";"0";"5";"0";"0";"0";"0";"0";"0";"0";"974";"0";"1";"973";"9";"4";"5";"0";"964";"108";"495";"37";"324"
"c39d-53fa-4f6c-d00b-8df8-df58-76cd-ecac";"101901";"27";"21";"miasto";"stały";"Filia Miejskiego Domu Kultury, 1 - go Maja 5 - 7, 98-220 Zduńska Wola";"m. Zduńska Wola";"zduńskowolski";"łódzkie";"1352";"1489";"418";"934";"0";"4";"0";"0";"0";"0";"0";"0";"0";"934";"0";"0";"934";"12";"6";"6";"0";"922";"73";"471";"32";"346"
"609d-4bc3-24c5-4dc7-87a5-4a7b-9602-c1f1";"101901";"27";"22";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej, Łaska 42, 98-220 Zduńska Wola";"m. Zduńska Wola";"zduńskowolski";"łódzkie";"51";"52";"31";"20";"0";"1";"0";"0";"0";"0";"0";"0";"0";"20";"0";"0";"20";"0";"0";"0";"0";"20";"2";"14";"2";"2"
"b6ce-09ff-229d-15f7-65ce-8cd5-caaa-f297";"101901";"27";"23";"miasto";"zakład leczniczy";"Zduńskowolski Szpital Powiatowy Sp. z o. o., Królewska 29, 98-220 Zduńska Wola";"m. Zduńska Wola";"zduńskowolski";"łódzkie";"61";"64";"29";"32";"0";"0";"0";"0";"0";"0";"0";"0";"0";"32";"0";"0";"32";"0";"0";"0";"0";"32";"2";"24";"1";"5"
"dab2-5b2c-b4a0-1bb7-0e12-5c5a-e232-c8d9";"101902";"27";"1";"miasto";"stały";"Szkoła Podstawowa im. Tadeusza Kościuszki w Szadku, Szadek Prusinowska 4, 98-240 Szadku";"gm. Szadek";"zduńskowolski";"łódzkie";"1439";"1589";"464";"975";"4";"16";"0";"0";"0";"0";"0";"0";"0";"974";"0";"0";"974";"16";"5";"11";"0";"958";"119";"456";"44";"339"
"0de3-5c11-f08e-af0d-688e-0dce-0800-493c";"101902";"27";"2";"wieś";"stały";"Szkoła Podstawowa w Sikucinie, Sikucin 1, 98-240 Szadek";"gm. Szadek";"zduńskowolski";"łódzkie";"736";"810";"331";"405";"0";"4";"0";"0";"0";"0";"0";"0";"0";"405";"0";"0";"405";"5";"1";"4";"0";"400";"47";"234";"19";"100"
"140a-5d72-84ab-c0b0-7d68-b1c5-80ab-c78f";"101902";"27";"3";"wieś";"stały";"Szkoła Podstawowa w Prusinowicach, Prusinowice 49, 98-240 Szadek";"gm. Szadek";"zduńskowolski";"łódzkie";"715";"802";"274";"441";"1";"0";"0";"0";"0";"0";"0";"0";"0";"441";"0";"0";"441";"5";"0";"5";"0";"436";"61";"244";"21";"110"
"92e7-ba13-1b1d-d046-0f9a-b898-0630-09e9";"101902";"27";"4";"wieś";"stały";"Szkoła Podstawowa w Krokocicach, Krokocice 2, 98-240 Szadek";"gm. Szadek";"zduńskowolski";"łódzkie";"516";"569";"186";"330";"2";"1";"0";"0";"0";"0";"0";"0";"0";"330";"0";"0";"330";"6";"0";"6";"0";"324";"34";"196";"32";"62"
"6dc8-f0f2-4def-0b6f-030d-d0b4-3db7-c436";"101902";"27";"5";"wieś";"stały";"Świetlica Wiejska w Górnej Woli, Górna Wola 21A, 98-240 Szadek";"gm. Szadek";"zduńskowolski";"łódzkie";"439";"492";"109";"330";"0";"5";"0";"0";"0";"0";"0";"0";"0";"330";"0";"0";"330";"7";"4";"3";"0";"323";"41";"204";"20";"58"
"5c2e-2284-ab95-9859-dcb3-a30f-87f0-fef4";"101902";"27";"6";"wieś";"stały";"OSP w Przatowie, Przatów Dolny 23, 98-240 Szadek";"gm. Szadek";"zduńskowolski";"łódzkie";"295";"330";"100";"195";"1";"1";"0";"0";"0";"0";"0";"0";"0";"195";"0";"0";"195";"3";"0";"3";"0";"192";"23";"108";"16";"45"
"42a0-f501-2c28-ff49-e9ce-b035-63df-b68b";"101902";"27";"7";"wieś";"stały";"Miejsko-Gminny Ośrodek Kultury w Szadkowicach-Ogrodzimiu, Szadkowice-Ogrodzim Widawska 16, 98-240 Szadek";"gm. Szadek";"zduńskowolski";"łódzkie";"1165";"1287";"391";"774";"1";"1";"0";"0";"0";"0";"0";"0";"0";"774";"0";"0";"774";"9";"2";"7";"0";"765";"112";"393";"39";"221"
"3f6f-dbee-f9f7-41a9-794f-1261-74de-581e";"101902";"27";"8";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Przatówku, Przatówek 1, 98-240 Szadek";"gm. Szadek";"zduńskowolski";"łódzkie";"32";"32";"17";"15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"15";"0";"0";"15";"0";"0";"0";"0";"15";"3";"7";"4";"1"
"a11f-16a6-6050-90f8-d8d1-0dbe-a9ea-0b95";"101903";"27";"1";"wieś";"stały";"Gminny Ośrodek Kultury i Sportu w Zapolicach, Główna 14, 98-161 Zapolice";"gm. Zapolice";"zduńskowolski";"łódzkie";"1822";"1979";"658";"1164";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1164";"0";"0";"1164";"28";"12";"16";"0";"1136";"128";"587";"47";"374"
"f34c-0895-08d3-637c-eca2-0a2b-2163-389e";"101903";"27";"2";"wieś";"stały";"Sala OSP, Paprotnia 16, 98-161 Zapolice";"gm. Zapolice";"zduńskowolski";"łódzkie";"694";"761";"228";"466";"0";"4";"0";"0";"0";"0";"0";"0";"0";"466";"0";"0";"466";"10";"4";"6";"0";"456";"59";"225";"13";"159"
"e280-9946-8000-d76b-ecba-9eb4-9426-d63b";"101903";"27";"3";"wieś";"stały";"Szkoła Społeczna w Rembieszowie, Rembieszów 87, 98-161 Zapolice";"gm. Zapolice";"zduńskowolski";"łódzkie";"675";"733";"281";"394";"2";"1";"0";"0";"0";"0";"0";"0";"0";"394";"0";"0";"394";"7";"0";"7";"0";"387";"37";"224";"26";"100"
"43aa-9288-34af-01f3-415e-852d-0360-f558";"101903";"27";"4";"wieś";"stały";"Świetlica Wiejska w Swędzieniejewicach, Swędzieniejewice 22a, 98-161 Zapolice";"gm. Zapolice";"zduńskowolski";"łódzkie";"581";"635";"191";"390";"2";"0";"0";"0";"0";"0";"0";"0";"0";"390";"0";"0";"390";"6";"0";"6";"0";"384";"38";"234";"15";"97"
"f82e-260c-7601-f1ab-fb7c-8859-8efd-17c7";"101904";"27";"1";"wieś";"stały";"Szkoła Podstawowa w Czechach, Czechy 142/budynek B, 98-220 Zduńska Wola";"gm. Zduńska Wola";"zduńskowolski";"łódzkie";"928";"995";"309";"619";"1";"4";"0";"0";"0";"0";"0";"0";"0";"619";"0";"0";"619";"8";"3";"5";"0";"611";"47";"348";"22";"194"
"cd22-3eff-13e7-fdbd-7dd9-5884-cee0-29c7";"101904";"27";"2";"wieś";"stały";"Szkoła Podstawowa w Izabelowie, Izabelów 50, 98-220 Zduńska Wola";"gm. Zduńska Wola";"zduńskowolski";"łódzkie";"1419";"1552";"449";"970";"1";"4";"0";"0";"0";"0";"0";"0";"0";"969";"0";"0";"969";"12";"0";"12";"0";"957";"124";"471";"34";"328"
"de1d-4735-dc71-f3ab-7810-2ed9-4403-b1fa";"101904";"27";"3";"wieś";"stały";"Szkoła Podstawowa w Krobanowie, Krobanów 12C, 98-220 Zduńska Wola";"gm. Zduńska Wola";"zduńskowolski";"łódzkie";"1285";"1377";"472";"813";"0";"2";"0";"0";"0";"0";"0";"0";"0";"813";"0";"0";"813";"15";"1";"14";"0";"798";"87";"444";"39";"228"
"3b39-ff5f-822d-2c8c-96a4-05aa-272b-d034";"101904";"27";"4";"wieś";"stały";"Szkoła Podstawowa w Annopolu Starym, Annopole Stare 5A, 98-220 Zduńska Wola";"gm. Zduńska Wola";"zduńskowolski";"łódzkie";"816";"890";"339";"477";"0";"0";"0";"0";"0";"0";"0";"0";"0";"477";"0";"0";"477";"9";"0";"9";"0";"468";"63";"251";"30";"124"
"506c-d85f-e5ab-e512-d67e-697c-9d05-4239";"101904";"27";"5";"wieś";"stały";"Szkoła Podstawowa w Janiszewicach, Janiszewice 17, 98-220 Zduńska Wola";"gm. Zduńska Wola";"zduńskowolski";"łódzkie";"2038";"2231";"697";"1341";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1341";"0";"0";"1341";"27";"4";"23";"0";"1314";"182";"689";"54";"389"
"5466-f27d-b2ea-8cc3-0d90-0a1a-5049-7c01";"101904";"27";"6";"wieś";"stały";"Szkoła Podstawowa w Czechach, Czechy 142/budynek A, 98-220 Zduńska Wola";"gm. Zduńska Wola";"zduńskowolski";"łódzkie";"1260";"1342";"311";"949";"0";"3";"0";"0";"0";"0";"0";"0";"0";"948";"0";"0";"948";"16";"5";"11";"0";"932";"128";"514";"39";"251"
"5688-0652-a94b-3803-bdcc-2ad0-3199-29d3";"101904";"27";"7";"wieś";"stały";"Szkoła Podstawowa w Wojsławicach, Wojsławice 105, 98-220 Zduńska Wola";"gm. Zduńska Wola";"zduńskowolski";"łódzkie";"949";"1021";"395";"554";"1";"1";"0";"0";"0";"0";"0";"0";"0";"554";"0";"0";"554";"9";"0";"9";"0";"545";"62";"303";"28";"152"
"b574-ef0c-44dc-4cbc-08bd-3c08-96d5-3134";"";"44";"89";"zagranica";"zagranica";"Al Asad Air Base (AAAB), Al Asad, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"baef-dd2d-5baa-ead8-92bb-be2c-9a51-a1e2";"";"44";"119";"zagranica";"zagranica";"Novo Selo, Camp Maréshal de Lattre de Tassigny Novo Selo/Maxhunaj, Novo Selo/Maxhunaj, Republika Kosowa";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"36ff-c714-1fd9-06a0-b9e4-4cb3-2031-a154";"";"44";"186";"zagranica";"zagranica";"Krajowa, Cercul Militar Craiova Strada Marin Sorescu nr 2 200642 Craiova, Craiova, Rumunia";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"8a16-233c-3cec-586f-4c5b-9e39-863f-1b4c";"";"44";"87";"zagranica";"zagranica";"Irbil, Agencja Konsularna RP Junction of Texas and Hawaii Street, 250, American Village, Khanzad, Irbil, Irbil, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"77ff-e659-096f-60b8-dd11-2683-a7fa-42a7";"";"44";"1";"zagranica";"zagranica";"Airfield Building 13982 Disney&California Loop (South), APO AE09354, Bagram, Islamska Republika Afganistanu";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"fa31-6795-b9fb-c775-0559-2e68-10de-652d";"";"44";"88";"zagranica";"zagranica";"At-Taji, Camp Taji Joint Operations Base in Taji, At-Taji, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
